SentPair1,SentPai2,SentPair3,SentPair4,Best,Worst
"['الروبية الهندية سجلت اعلى حجم تداولاتشهري', 'شهدت ازواج العملات الاخرىاليورو والين زيادة التداول']","['ويبدو لي مع هذا بأنه على عكس ذلك', 'لأن هذا لميسبق له مثيل، مشكلة تصميم استثنائية']","['نحن لا نتحدث عن هاري بوتر.', 'نحن نتحدث عن نهايةسلسلة طويلة هنا']","['أشعر بالحاجة الى ذلك لتتضح عندي الصورة.', 'هلهو أكبر من ذلك، أصغر من ذلك؟']",1,3
"['وكل شيء علموني إياه حول الصوت، قررتالتخلص منه ونسيانه.', 'وعندما قمت بتقديمهللمجتمع الفني، انبهرت بالدعم والاهتمامالذي حصلت عليه.']","['كان علي اتخاذ هذا القرار', 'لا أستطيع إثبات ذلك']","['سيخرجون فعلياً من سياراتهم ويحقدون عليكم فيوجوهكم.', 'التي هي إشارة أخرى للرفض في أمريكا']","['لأخبركم عن زوج من الكواكب الخارجية الأخرى', 'إنهكوكب ساخن']",2,3
"['إذا اردت ان تصنع فيلماً ، تحتاج كمية منالمعدات وميزانية هوليوود.', 'ألان، تحتاج إليكاميرا تسع راحة يدك وبضعة دولاراتلاقراص مدمجة فارغة']","['لذاك أسرعت وقمت بمحاولة فتح جميع الأبواب والنوافذ،وكانت جميعها مقفلةً بإحكامٍ.', 'فكرت بطلب المساعدةمن صانع الأقفال فعلى الأقل هاتفي الجوال معي، ولكنفي منتصف الليل قد يأخذ وصوله بعض الوقت.']","['انا رجل في متوسط العمر', 'انا لست متوافقا معالعواطف']","['هناك الكثير من المقالات والابحاث الرائعة عن هذاالامر', 'ان مركز التحكم بالامراض لديه كمٌ جيد']",4,1
"['وانا اشكركم لاتاحة الفرصة لي لاطلاعكمعليه', 'انه لشرفٌ لي ان اتحدث هنا']","['الزوجة : هاك الوشاح المطوي ثمان مرات', 'الزوج   حسناً هذا هو وشاح القطن']","['بلد بعد بلد تنشق, تنفصل, تنجح, تفشل وأصبحتجميعها مجزأه للغاية..', 'ذه هي الدول ذات السيادة لمتكن موجودة من قبل عام 1990']","['كنت من مؤيدي الحرب على العراق.', 'كان رجلا سئذو سوابق عديده']",1,4
"['كل شيء مرتبط بالعلاقات.', 'العلاقات هيالمورد الحاسم لنا']","['اتعتقد ان فقدان يد واحدة شئ سيئ؟', 'هذا لايليقمقارنة بفقدان كلتا اليدين']","['بيعت المزاد نوعه بالمنطقة للقطعة الواحدة وشهد المزادالمخصص حصريا للشركات ودور المجوهرات مشاركةنخبة اندر اللالئ الطبيعية والمستنبتة العالم وهيمنتمنافسة شديدة المزاد بيعت', 'معظم اللالئ المشاركةبقيمة تفوق قيمتها التقديرية الاولية الامر يوكد مرونةسوق اللالئ النادرة والفاخرة رغم الظروف الاقتصاديةالسائدة ورغم الازمة الاقتصادية العالمية الراهنة شاركت']","['المترجم الشفوي: كلمة بيانو، ""p"" هو الرمز الموسيقيالمفضل لدي.', 'وأعتقد أن النقطة الهامة هنا هوالاعتراف بأن كل واحد منا لديه عيب']",2,4
"['الناس لا يعرفون أنهم عاشوا الأسوء.', 'مايجعل معظمنا على ما نحن عليه ليس عقولناأو أجسادنا وليس ما يحدث لنا و لكن كيفيةردّنا على ما يحدث لنا']","['إذاً، لقد صنعت الآن نظارات نظر تلائم نظري.', 'حسناً، لقد صنعت هذه النظارات و']","['ربما تتساءلون كيف أتيت بفكرة تحويل الأشخاص إلىلوحات.', 'لكن هذا في الأصل، لم تكن له علاقةبالأشخاص أو الرسم']","['عونا نفكر بطريقة مختلفة.', 'لنصنع عالما أفضل']",2,1
"[' لا ينبغي عليكم التعميم منها', 'أعني، هذهعينة صغيرة للغاية']","['لقد ولدت صماء، وعلموني أن الصوت ليس جزء منحياتي', 'أود أن أتحدث معكم قليلا عن قصة لغة الإشارةالأمريكية، الـASL وجوانب من حياتي الشخصية.']","['كانت القناني تتفلت مني في كل رمية', 'وكنت أحاولجاهدا أن أعيدها دوما إلي']","['على سبيل المثال, أسماك التونة هذه التي كانتمتوفرة بكثرة في بحر الشمال هي الآن مفقودة تماماً.', 'كان هناك شباك الصيد المأخوذة من أعماق البحر فيمنطقة البحر المتوسط']",1,4
"['قام الجميع اجتياح النوافذ وأسطحالمباني.', 'قام الناس بتسلق العرباتوالمركبات في الشوارع']","['نريده ان يصبح قاعدة بيانات كبيرة', 'لكن لماذا يجبان نهتم بكيف تعمل المواد الذكية ومم تصنع ؟']","['إستخلاص الأبعاد من الصور', 'هذه عملية محسوبةبدقة']","[' وجاءت المراكز العشره الاولي النحو التالي بحسبالترتيب', 'الصين والهند والامارات العربيه المتحدهواندونيسيا وماليزيا والسعوديه والمكسيك وتايلاندوتركياوجاءت الصين والهند واندونيسيا المراكز الاوليالخدمات اللوجستيه المحليه حصدت الصين والهندوالمكسيك اولي المراكز']",1,2
"['تأتي الدلافين وترميه... واو!', 'وكانت هذهالمرة الوحيدة']","['وكان أسوأ إختراع بالنسبة للمرأة هو المحراث', 'فمنذبدأ أستخدام المحراث الزراعي أصبح الرجال أقوى']","['و هنالك المكون التحفيزي، الذي هو، "" أنا أريدمساعدتك"".', 'السؤال هو ،ما علاقة هذا مع القيادة فيالأعمال ؟']","['ابدأ يومي في الواقع بالدخول على الإنkترنت والتحققمن بريدي الإلكتروني', 'الآن فكروا ماذا نستطيع أننفعل بذلك']i",2,4
"['نحن مهتمون بشاشات العرض الكبيرة.', 'أنتم لستم جزءًا من خطتنا الإستراتيجية']","['بعض الناس ينجرفون', 'آخرون كسالى ويرتكبوناخطاء']","['إذا كنت تعزف على آلة موسقية ولاحظت وجود ""p"" فيالنوتة، عليك أن تعزف بنعومة.', 'وإذا لاحظت اثنينفيجب أن تعزف بنعومة أكثر،واذا لاحظتأربعة فعليك أنتعزف بنعومة الى أبعد حد.']","['وكان ذلك هو الإحباط', 'الحلم الكوبرنيكي لم يتحقق']",3,2
"['وهذا ما أريد أن أتحدث عنه.', 'وسأتحدثعن حالة طبية خاصة جدا']","['بينما كنا ننتشر حول العالم، طورنا آلاف اللغاتالمختلفة.', 'حالياً، هناك مايقارب 8 000 لغة مختلفةمنطوقة على الأرض']","['ستتسأل عن ماهية هذه الإحصائيات المجنونة', 'يجبأن تكون النتيجة واحدة']","['أليس ذلك مشوقاً .', 'وهذا يخيفكم ، يرعبكم']",2,4
"['إنه لشيءٌ جميل أن تكون موضوعيًا فيالحياة.', 'المشكله أن لدينا تلك النظا,راتالملونة عندما ننظر في كل أنواع المواقف']","['الرأي الآخر حقيقي..', 'الآن  مهمتكم أن تقرروا أيرأي هو المزيف؟']","['ربما أهتم بهذه الآداب أكثر مما يفعل الشخصالسليم.', 'أدعو هذه الأشياء ""بآداب الصوت السليمة"".']","['كشفت موشرات مكتب الصرف نمو صادرات قطاعالالكترونيات بنسبة المئة', 'سجلت واردات الموادالجاهزة للاستهلاك بدورها نموا بنسبة المئة']",4,1
"['تطعيمات واسعة النطاق .', 'تطعيماتنستطيع تصنيعها بسرعة']","['أعرف كيفية عمل المخ تحت الضغط.', 'أنا عالم أعصابمتدرب\xa0.']","['إحدى الأدوات التي استخدمناها لأخذ عينات منأعماق المحيط هي عربات يتم تشغيلها عن بعد.', 'هذهالعربات المربوطة التي نقوم بإنزالها إلى قاع البحر حيثكانت تحل محلنا للعمل في قاع البحر']","['وليس لديهم أي منح و ليس لديهم ضمان الاجتماعيليس لديهم معاش وليس لهم الرعاية الصحية أو أيا منتلك الأشياء', 'هذا يحتاج إلى إصلاح لأنه ما لم تستطعأن تبدل هؤلاء الناس إلى عمالة رسمية فسينتهي الأمربرمته إلى خلق أناس كثيرين محرومين تماما']",1,4
"['أترككم مع تجربة فكرية أخيرة: مفارقةفيرمي.', 'إذا آمنّا حقًا بقدرتنا لتحمل بيئاتالمريخ الوعرة المعادية للسكن البشري.']","['في المدن الصينية الكبرى، فإنهم يفرضون حصصاعلى عدد السيارات في الشوارع.', 'في العديد من المدنالغربية، لم يعد الشباب يرغب في قيادة السيارات']","['في الواقع اتخاذ القرارات المالية والإجتماعية-- أى نوعمن القرارات يمكن أن يستفيد من التقييم العقلانيللحقائق', 'لنفترض أنك ذهبت للطبيب وقال لك ""حصلتعلى نتائج التحليل ويظهر ارتفاعا في نسبةالكولسترول"".']","['لمن الرائع, ان تستطيع إحراز تقدم كبير من خلالدراسة التركيب الكيميائي للنجوم', 'في الحقيقةاخبروني ان احد النجوم التي نشاهدها في الطيفنجم غريب  قادم من مجرة أخرى']",2,3
