SentPair1,SentPair2,SentPair3,SemPair4,Best,Worst
"['تقعدو من كلاسة لكلاسة  و تخرجو راحة دايمن', 'تعرف تقري بصح تزرب ﻧقعد في الطابلة التانية معالطفلة']","['كل يوم نعاود نشوف الفيديو ربي يحفظكشمسو', 'هيا لي ما صوطاش يدير جام هه']","['ما صليتش لعصر نتوضا', 'و انت سجلتي روحك']","['يعود هو يحشم منك يحشم يدير حاجة ماشي مليحة', 'والله دوك راني ندير في الاستدعاءات عندي زوجتلاميد']",4,1
"['انس خويا نتا فور', 'الله يرحمك يالشاب عقيل']","['أيا بيان', 'ساڢا مالا']","['وحد النهار ديسيدا وحد الطبيب من لاﻧڤليز باه يروحلبلاده خاطرماكش فضت الكونترا تيعو معانا', 'خممنانديروا له حفلة باه نودعوه ﭘﺮيسيزينا الجنينة تاعسبيطار البلاصة تاع الحفلة']","['يعطيك الصحة حتى انا مانسوطيش', 'يعطيك الصحهرانا معاك شمسو']",2,1
"['كيفاه في ادارة', 'نشارك في ليكونكور']","['قولتيلي لوسات زينب', 'لوسات لوسات ديسمبر']","['اني أنا و عايشة نص ساعة وحنا واﭬﻔﻴﻦ لهيه', 'عايشة على بالك إنت ما تعرفيش تكدبي خلاه']","['شمسو راك وصلتنا صوتنا يعطيك الصحة', 'لي مزاليتفرج الفيديو لضركا يخبط جام']",2,1
"['لوكان راهي قلبت الدنيا', 'مازالت الدنيا ﻣقلبةعندك']","['ﭬﺘﻠﮭﺎ اه مع باباس من وقتاه', 'بصح وقيلةفينالمون صح رايحة تخدم معاها']","['و كاين واحد لتما شفت عندو سندالة بيضا كيماتيعك', 'شفت عندو كعبات عجبوني ما نعرف ﻧﻠﭭﻰ عندوأداكا ولا لا']","['بتلاتين ربعين أو كاين واحد الروايح صغار ڤاع قدهكا', 'نسيت أسم  الماركة تاعهم   معروفة بزاف فيفرنسا']",4,1
"['ڤتلها مادام تفركتو! اونسينيون مليح في الزي ولامليح وش عندو في راسو', 'ڤالت لي جيبلنا سيڢيتاعك هاني ديتهولهم و اني نسنا باش يرودولي']","['ضارب معاه', 'شفتي العروسة']","['خويا رانا معاك', 'شوكتنا لحمنا يعطيك الصحة']","['مكانش قريصات و خشيبات', 'هما ما عندهمشخشيبات']",4,2
"['انت تقراي ولا تصوري تشبهي لسميحة صحبتي', 'تڤول عليك نوارة هنا تباني نعسانة']","['أديكا الزرﭬﺔ لي القرعة تحا زرﭬﺔ', 'والله ماعرفتها و فضت أديكا درك']","['ألو', 'ايه']","['نقرا دوك', 'على شحال']",4,1
"['يارب اعمي مصر', 'يارب تبت ڨاواوي']","['زيدي وصاها و فرات', 'هاه درك نڨول لها']","['أنا يما هي كلش باش نطلع لهيك و نخلي يما هناهدي يقولو عليها الناس حاجة امپوسيبل', 'و كاينةحاجة وحدأخرى إلا ماراكيش قادرة تعيشي في بلادكو تشقاي في بلادك ما تقدريش تشقاي لهيك']","['فوور خويا شمسو توجوور', 'بزااف فور فور فور روعة']",2,1
"['بلاصة في البحر', 'شكون قالك عليها']","['رحت للوفتالمولوﭪ باه ندير ڢيزيتا و علاجالنواضر', 'ڨعدت في لاسال داتونت ﻟﭭﻴﺖ هكالمرضى']","['يروحوا يحجوا لكندا ولا واش ؟', 'كاين ناس يحبويعيشوا في بلاد القانون']","['راني خايفة  ما يبانش ڤاع', 'راه مشوكي دوك سوركاينة حاجة']",2,4
"['ﭬﺎتلهم جامي شفتكم', 'خزرت معاهم أنا']","['شكون زياني', 'لالا ناجي']","['سليمة , نسيت ما سقسيتكش إدا بديت الخدمة الليهدرنا عليها الخطرة اللي فاتت في الاجتماع مع كمالوكريمة', 'كريمة   مادا بيك لو كان ڤونفليتي شويهالميساج ديالك اللي بعثته لكمال   جملة واحدة برك ؟']","['كي كنت أنا و خاوتي مع بابا', 'و هادي الراحةالنفسية خلاتني نبدع فيها']",2,4
"['كيفماه ﺗﭭﻮلي هدا العبد مقدرتلو يصرالو كيما هكاو ما على باليش', 'و بينلي بلي كيفاه بليس مخلوقمن النار و يتحرﭪ في جهنم بالنار']","['نضن تكون كيف الارض', 'كريمة اللي مشالي']","['شافك الهادي', 'مكانوش يونتريني']","['وش من عام', 'ﭘﺮوميار اني إينيڢارسيتار']",4,2
"['بانتلي الصابون أدا دارلي الحكة', 'و خوخة أيعند فاطمة']","['لوكان نصيب نجوز حياتي قدامها', 'كانت كاينةكرمة تعطر الحومة']","['او مكسر', 'تاع الصح']","['يخي كنتي راح تحكي لي على مليك', 'هيا مالا غدوةنشالله صحة في لامان']",3,1
"['داوه عند الملك و الملك عامل واحد الدار هاكا يربيفيها الحيوانات المتوحشة', 'يقول لهم قد ما  يكونالحيوان متوحش قد ما نزيد لكم الدراهم']","['يعطيك الصحة ام وليد المعجون جاك هايل', 'يعطيك الصحه ربي يوفقك يحفضك نحبك بزاف']","['رحت غدوة باش نشوف واش نشريلو ﻟقيت واحدلكتاب يهدر على الإسلام بلوﻧڤلي', 'تفكرت الهدرة تاعوليد عمي قلت نشريه كان ﻟﭙﺮي تاعو ماشي غالي']","['ما نعرفهاش خلاه', 'نخساب فيها اﻳﻜﻴﭗ']",4,3
"['خلي عينيك لمرتك', 'و هدا شحال']","['ام دراري صغار يحكمو رجل', 'اها ارواحياحكي انتي هنا']","['تسمى اداتانا لازمو كدو', 'نورمال لبسة ولا حاجة']","['تشري من عنده قرعة تاع الرجال حرة صح  تقعد', 'إيهكيما تحب  يعطيك هو كاتالوﭪ و أنت تخير']",3,1
"['يونس أك تسنا في ليلة القدر', 'أني نعس فيكملي يتحرك نتحرك معاه']","['و أكاكا كان مالمرة الأولى بعد جابت طفل', 'بصح كيما ﻳﭭﻮلو مالحفرة اداه لمرتو الأولى']","['كون جيت من منال نوض نبكي', 'حتى هي ڤالت ليتحبي توكليه']","['پاپا يصلي في مسجد بلال', 'آه يصلي في مسجدبلال']",4,3
"['ڨولو الصح عمركم ما ڨصرتو هكا في الليل', 'صحعمرنا ما حكينا على هاد الحوايج يعطيك الصحة']","['ماشي هكا   ماشي قضية ديكونكور', 'واشمعناها سي سي اف؟  صح']","['كما قلت لكم الخطرة اللي فاتت , نقدرو نپوبلييو فيمجلات امپورتانت', 'هدي فكرة مليحة   كي راك تكتبلي ميساج تاعك بالدارجة']","['يارب اعمي مصر', 'يارب تبت ڨاواوي']",1,2
"['و هاي وش اسمها لهنا', 'وشبيك تشوف ليا وشكاين']","['واش حقا سقسيتي على الپلاكار كما قلت لك ؟', 'مازال ما خرج نورمالمو هوما حتى سبتمبرموالفين']","['خساني فور ممثل هايل نموت عليك', 'روعة روعةكملي راكي فور']","['ڤالت لك و مبعديكا', 'تفرجتاها نتا معانا البارح']",2,4
"['هبطلي المورال نهار الجمعة مي درك ساڢا', 'أناحبيت نقراه ومن بعد نعطيك رايي']","['هاي أسما شفتي شحال تمرمدت شحالتمرمدت شحال تمرمدت', 'ايه أنجنيور فيلانفورماتيك و أو فان دو كونت مسكينة']","['ماتلوميهمش يا ولية ما تلوميهمش الخوف من طبيعةالخلق', 'كيفاش ما نلومهمش حتى الشجاعة من طبيعةالخلق']","['كانز دينار', 'كاين الدراهم']",3,1
"['راح تحبسو ڤاع', 'أواه غدوا برك']","['ما سمعتش  كاينة منها', 'هدي تصرا غير فيدزاير']","['راح الضو والتيلي شاعل', 'راحت تريسيتي التلفزيونشاعل']","['بصح أنا ما فهمتش كيفماه حنا نسكنو هنا و نشكيوالهيه', 'بكري كي كان كلش نورمال كنا نخلصو التليفونو الكنكسيون في بوزراد']",3,4
"['لاباس الحمدو لله واش راكي نتيا', 'والله ساڢا تاعمن النيميرو هادا']","['والله ما على بالي فيهم كل ولا لا', 'ساعاتتنفحلي على اﻟﭙﻮرتابل و ساعة نڤول نرجعللساﻣﭙﻞ']","['لاباس و انت لاباس أكي بخير', 'والله الحمد للهيسقسي عليك الخير']","['هنا ما يقبلونيش لكلاسمهن مشو مليح', 'صح كاينةمنها تسمى لهيه يقبلوك']",3,2
"['تهلاي في روحك أ سهام', 'مالا غدوة تروح خالتيبيدة']","['على بالي   هو  يعمر القرعة بربعين ألف', 'كيماتحب حتى بعشرين ألف بالصح الريحة المليحةربعين خمسين']","['اديري سكانار غدوة', 'لا ليراديو ليراديو']","['أنا حبيت نقراه ومن بعد نعطيك رايي', 'أنا بديت نقراهما زال ما كملتوش']",2,1
"['حبيت ولا كرهت أنا راح نتزوج بيها', 'نحكمك المرةالجاية نقطعك طراف طراف']","['ما سمعتش , كاين منها', 'هدا يصرى غير فيالجزاير']","['حكمتو زينو ليوم', 'والله برد يكسر']","['والله أ وسامة خويا انا ناجي أداكا من الدقيقة الاولىما نرتاحلوش', 'أك نتا كنت ديما ﺗﭭﻮل أو مليح و كلشبصح نا والله ما نرتاحلو']",4,3
"['قليل خلاه درك عادوا كل نفسي نفسي', 'أنا نڨولربي يهدينا و يهديهم']","['خاطرماه أنا إيتوديونت و حابة نكمل قرايتي قبلالزواز', 'بصح عوايدنا و عوايد بابا ما تخليشالطفلة ﺗﭭﻮل رايها']","['و لانفورماتيك عندك فكرة عليها ولا لالا', 'ايه  پاسكوأختي كانت تقرا فيها']","['كانت كاينة كرمة تعطر الحومة', 'كنت نقابلها حتىتديني عيني']",3,4
"['أنا إدا صلحتلي تاع دياﻳﭙﻲ نشري وحدة', 'كاينةوحدة تحفة لي نحكي لك علاها']","['كاين لي ﻧﻴﭭﻮ باك نورمال يخدمو خير مني', 'وكاين لي يخدمو باريڤزوﻣﭙل بالماستار أن']","['مالة تصبحي على خير', 'تصبحي على خيرانشالله']","['البارح معنتها عندها بزاف في الغنا', 'وي يقدر يحكيعلى دكرياته في الفن']",3,4
